latitude,longitude,category,name,safety_score,description
11.085733,76.997559,traffic_risk,Accident Prone Area 1336,4,High accident probability due to traffic conditions.
11.037244,76.980958,hospital,Hospital 1337,9,Emergency medical services available nearby.
11.030887,76.988924,hospital,Hospital 1338,9,Emergency medical services available nearby.
10.98661,76.915088,traffic_risk,Accident Prone Area 1339,2,High accident probability due to traffic conditions.
11.036687,76.967334,well_lit_area,Well Lit Street 1340,9,Street has good lighting; relatively safer at night.
11.057665,76.899833,busy_market,Market Area 1341,5,Crowded area; safe but watch for pickpocketing.
11.095812,76.997706,school_zone,School Zone 1342,8,Frequent pedestrian movement; safer during day.
11.091486,76.899302,hospital,Hospital 1343,9,Emergency medical services available nearby.
10.977089,76.881074,police_station,Police Station 1344,9,Nearby police presence improves safety.
11.02182,76.944866,busy_market,Market Area 1345,6,Crowded area; safe but watch for pickpocketing.
11.020579,76.872723,busy_market,Market Area 1346,6,Crowded area; safe but watch for pickpocketing.
11.080666,76.987768,crime_hotspot,Reported Incident Zone 1347,3,Area with past reported theft or incidents; caution advised.
10.971104,76.893029,hospital,Hospital 1348,10,Emergency medical services available nearby.
11.015203,77.001653,crime_hotspot,Reported Incident Zone 1349,3,Area with past reported theft or incidents; caution advised.
11.070133,77.036626,night_patrol_point,Night Patrol Point 1350,7,Regular police patrol during night.
11.056762,76.893762,isolated_area,Isolated Stretch 1351,1,Low foot traffic; avoid during late hours.
11.020251,76.967831,police_station,Police Station 1352,9,Nearby police presence improves safety.
11.062707,77.014067,busy_market,Market Area 1353,6,Crowded area; safe but watch for pickpocketing.
11.075876,76.979322,police_station,Police Station 1354,6,Nearby police presence improves safety.
11.0292,76.859041,hospital,Hospital 1355,7,Emergency medical services available nearby.
11.04164,76.875054,school_zone,School Zone 1356,8,Frequent pedestrian movement; safer during day.
11.072158,76.92665,hospital,Hospital 1357,7,Emergency medical services available nearby.
10.959864,76.855259,traffic_risk,Accident Prone Area 1358,4,High accident probability due to traffic conditions.
11.049478,76.993915,school_zone,School Zone 1359,7,Frequent pedestrian movement; safer during day.
10.998095,76.99979,isolated_area,Isolated Stretch 1360,3,Low foot traffic; avoid during late hours.
11.057486,77.045919,hospital,Hospital 1361,10,Emergency medical services available nearby.
11.047859,76.880738,night_patrol_point,Night Patrol Point 1362,10,Regular police patrol during night.
11.00705,76.925806,hospital,Hospital 1363,7,Emergency medical services available nearby.
10.980186,76.988831,crime_hotspot,Reported Incident Zone 1364,4,Area with past reported theft or incidents; caution advised.
11.076596,77.016919,busy_market,Market Area 1365,5,Crowded area; safe but watch for pickpocketing.
11.083231,76.90429,hospital,Hospital 1366,8,Emergency medical services available nearby.
11.065848,77.005682,busy_market,Market Area 1367,6,Crowded area; safe but watch for pickpocketing.
11.034419,76.872947,isolated_area,Isolated Stretch 1368,4,Low foot traffic; avoid during late hours.
11.059362,76.93207,hospital,Hospital 1369,8,Emergency medical services available nearby.
11.087194,76.98707,well_lit_area,Well Lit Street 1370,7,Street has good lighting; relatively safer at night.
11.067111,76.965502,isolated_area,Isolated Stretch 1371,3,Low foot traffic; avoid during late hours.
11.036674,76.932859,crime_hotspot,Reported Incident Zone 1372,1,Area with past reported theft or incidents; caution advised.
10.990835,77.028002,hospital,Hospital 1373,9,Emergency medical services available nearby.
11.005376,76.851525,police_station,Police Station 1374,8,Nearby police presence improves safety.
11.075296,77.021024,hospital,Hospital 1375,9,Emergency medical services available nearby.
11.053628,76.944455,school_zone,School Zone 1376,6,Frequent pedestrian movement; safer during day.
11.069792,76.970282,community_watch,Community Watch Point 1377,8,Active local community monitoring area.
11.045933,76.933809,crime_hotspot,Reported Incident Zone 1378,1,Area with past reported theft or incidents; caution advised.
11.016051,76.90218,traffic_risk,Accident Prone Area 1379,1,High accident probability due to traffic conditions.
10.958956,77.006537,well_lit_area,Well Lit Street 1380,8,Street has good lighting; relatively safer at night.
10.988969,76.981422,well_lit_area,Well Lit Street 1381,7,Street has good lighting; relatively safer at night.
11.095848,76.949795,community_watch,Community Watch Point 1382,9,Active local community monitoring area.
10.969622,76.951839,well_lit_area,Well Lit Street 1383,9,Street has good lighting; relatively safer at night.
11.021146,77.001882,crime_hotspot,Reported Incident Zone 1384,1,Area with past reported theft or incidents; caution advised.
10.996467,77.008151,school_zone,School Zone 1385,7,Frequent pedestrian movement; safer during day.
11.078924,76.871195,traffic_risk,Accident Prone Area 1386,4,High accident probability due to traffic conditions.
11.089874,77.044221,police_station,Police Station 1387,6,Nearby police presence improves safety.
11.096923,76.8759,busy_market,Market Area 1388,4,Crowded area; safe but watch for pickpocketing.
11.07927,76.921221,well_lit_area,Well Lit Street 1389,10,Street has good lighting; relatively safer at night.
11.081781,76.92474,busy_market,Market Area 1390,4,Crowded area; safe but watch for pickpocketing.
11.005909,76.93931,police_station,Police Station 1391,9,Nearby police presence improves safety.
11.018894,76.999891,well_lit_area,Well Lit Street 1392,7,Street has good lighting; relatively safer at night.
10.979719,76.998124,hospital,Hospital 1393,6,Emergency medical services available nearby.
11.056216,76.971476,isolated_area,Isolated Stretch 1394,1,Low foot traffic; avoid during late hours.
11.095668,76.946873,crime_hotspot,Reported Incident Zone 1395,2,Area with past reported theft or incidents; caution advised.
11.070058,77.048904,hospital,Hospital 1396,7,Emergency medical services available nearby.
10.964654,77.025298,well_lit_area,Well Lit Street 1397,10,Street has good lighting; relatively safer at night.
10.982328,76.932601,hospital,Hospital 1398,6,Emergency medical services available nearby.
11.008336,76.864548,traffic_risk,Accident Prone Area 1399,4,High accident probability due to traffic conditions.
11.087605,76.96644,isolated_area,Isolated Stretch 1400,3,Low foot traffic; avoid during late hours.
11.021426,76.850165,well_lit_area,Well Lit Street 1401,6,Street has good lighting; relatively safer at night.
11.032022,76.984438,hospital,Hospital 1402,6,Emergency medical services available nearby.
10.976357,76.891621,well_lit_area,Well Lit Street 1403,10,Street has good lighting; relatively safer at night.
11.024753,76.851254,police_station,Police Station 1404,9,Nearby police presence improves safety.
11.060074,76.882931,police_station,Police Station 1405,9,Nearby police presence improves safety.
11.023783,77.045594,crime_hotspot,Reported Incident Zone 1406,3,Area with past reported theft or incidents; caution advised.
11.008263,77.03333,busy_market,Market Area 1407,5,Crowded area; safe but watch for pickpocketing.
11.091511,76.9512,school_zone,School Zone 1408,8,Frequent pedestrian movement; safer during day.
11.0627,76.991416,isolated_area,Isolated Stretch 1409,4,Low foot traffic; avoid during late hours.
10.993771,76.852238,hospital,Hospital 1410,6,Emergency medical services available nearby.
11.090671,76.874761,night_patrol_point,Night Patrol Point 1411,9,Regular police patrol during night.
10.961658,76.997522,isolated_area,Isolated Stretch 1412,3,Low foot traffic; avoid during late hours.
11.079751,76.966656,busy_market,Market Area 1413,4,Crowded area; safe but watch for pickpocketing.
11.048096,77.024863,busy_market,Market Area 1414,4,Crowded area; safe but watch for pickpocketing.
11.025783,77.0262,isolated_area,Isolated Stretch 1415,4,Low foot traffic; avoid during late hours.
11.064248,76.854166,hospital,Hospital 1416,8,Emergency medical services available nearby.
11.089233,77.015762,community_watch,Community Watch Point 1417,7,Active local community monitoring area.
11.089859,76.941581,busy_market,Market Area 1418,5,Crowded area; safe but watch for pickpocketing.
11.033036,76.915817,school_zone,School Zone 1419,8,Frequent pedestrian movement; safer during day.
10.974439,76.893258,community_watch,Community Watch Point 1420,6,Active local community monitoring area.
10.955423,76.942866,hospital,Hospital 1421,9,Emergency medical services available nearby.
10.971843,77.025266,night_patrol_point,Night Patrol Point 1422,6,Regular police patrol during night.
11.046782,77.035125,isolated_area,Isolated Stretch 1423,1,Low foot traffic; avoid during late hours.
10.971929,76.895757,community_watch,Community Watch Point 1424,10,Active local community monitoring area.
11.083887,76.93858,traffic_risk,Accident Prone Area 1425,4,High accident probability due to traffic conditions.
10.97062,76.902419,night_patrol_point,Night Patrol Point 1426,7,Regular police patrol during night.
11.073456,77.015332,community_watch,Community Watch Point 1427,6,Active local community monitoring area.
11.043175,76.899425,traffic_risk,Accident Prone Area 1428,1,High accident probability due to traffic conditions.
10.992255,76.917128,crime_hotspot,Reported Incident Zone 1429,3,Area with past reported theft or incidents; caution advised.
10.96959,76.898408,night_patrol_point,Night Patrol Point 1430,8,Regular police patrol during night.
11.070346,76.851357,well_lit_area,Well Lit Street 1431,6,Street has good lighting; relatively safer at night.
11.035134,76.968408,well_lit_area,Well Lit Street 1432,6,Street has good lighting; relatively safer at night.
11.088661,76.900626,police_station,Police Station 1433,8,Nearby police presence improves safety.
10.986812,76.999732,busy_market,Market Area 1434,4,Crowded area; safe but watch for pickpocketing.
11.014936,76.854536,isolated_area,Isolated Stretch 1435,3,Low foot traffic; avoid during late hours.
11.071184,76.899595,night_patrol_point,Night Patrol Point 1436,8,Regular police patrol during night.
10.982957,76.893935,hospital,Hospital 1437,10,Emergency medical services available nearby.
10.957055,76.950784,community_watch,Community Watch Point 1438,7,Active local community monitoring area.
10.995098,76.869519,well_lit_area,Well Lit Street 1439,8,Street has good lighting; relatively safer at night.
11.039814,76.873434,police_station,Police Station 1440,7,Nearby police presence improves safety.
10.983592,77.049487,busy_market,Market Area 1441,5,Crowded area; safe but watch for pickpocketing.
11.059205,76.878724,police_station,Police Station 1442,7,Nearby police presence improves safety.
10.950031,76.851619,busy_market,Market Area 1443,6,Crowded area; safe but watch for pickpocketing.
10.96754,77.004088,hospital,Hospital 1444,10,Emergency medical services available nearby.
11.006975,76.934364,hospital,Hospital 1445,7,Emergency medical services available nearby.
11.070762,76.889196,night_patrol_point,Night Patrol Point 1446,8,Regular police patrol during night.
11.095595,77.038157,busy_market,Market Area 1447,6,Crowded area; safe but watch for pickpocketing.
11.093668,76.965921,well_lit_area,Well Lit Street 1448,10,Street has good lighting; relatively safer at night.
11.069609,76.894255,well_lit_area,Well Lit Street 1449,6,Street has good lighting; relatively safer at night.
11.054822,76.901769,crime_hotspot,Reported Incident Zone 1450,1,Area with past reported theft or incidents; caution advised.
11.021417,76.951643,well_lit_area,Well Lit Street 1451,6,Street has good lighting; relatively safer at night.
